iter	RMSE
186	0.6735428605
187	0.6719091767
188	0.6704264487
189	0.6688752482
190	0.6681216017
191	0.6669404944
192	0.6650391671
193	0.662611153
194	0.6609673018
195	0.6597952513
196	0.6586261035
197	0.6566099243
198	0.6533156284
199	0.6524596698
200	0.6502626122
201	0.6485149438
202	0.6467433001
203	0.6432064665
204	0.6401781473
205	0.6379272733
206	0.6364037038
207	0.6340437108
208	0.6319087269
209	0.63048651
210	0.6288049069
211	0.6266074759
212	0.6230851646
213	0.6199824785
214	0.6167427486
215	0.6146490941
216	0.613303322
217	0.6123200565
218	0.6118066051
219	0.6106784819
220	0.6093328216
221	0.605645967
222	0.604726724
223	0.6026295306
224	0.6004924715
225	0.5982456593
226	0.595626761
227	0.5948043401
228	0.5926301863
229	0.5898226039
230	0.587942063
231	0.5860474971
232	0.5845999205
233	0.581477952
234	0.5803166364
235	0.5796524354
236	0.5770333418
237	0.5762168432
238	0.5753768657
239	0.5740697565
240	0.5720817647
241	0.569387977
242	0.567618195
243	0.5650949657
244	0.5622723311
245	0.5607148208
246	0.558116826
247	0.5567095989
248	0.5551848881
249	0.5536898774
250	0.5505553628
251	0.5490347592
252	0.5472006167
253	0.5446985469
254	0.5434550531
255	0.5406502572
256	0.5393104638
257	0.5379550581
258	0.5364798264
259	0.5343727423
260	0.5328523763
261	0.530454057
262	0.5297944165
263	0.5285164657
264	0.5259498689
265	0.5244427702
266	0.5232429132
267	0.5214311976
268	0.519823436
269	0.5184666967
270	0.5171907666
271	0.5158030315
272	0.5146333881
273	0.5130931732
274	0.5114439816
275	0.5105344733
276	0.5078835887
277	0.5064116446
278	0.5045076823
279	0.5028760584
280	0.50154786
281	0.5003324511
282	0.4990414333
283	0.4977657088
284	0.4954950689
285	0.4935605296
286	0.4915527632
287	0.4893633959
288	0.4877136715
289	0.4861357064
290	0.4851973618
291	0.483847766
292	0.4821793447
293	0.480411861
294	0.4791743148
295	0.477974278
296	0.4758402374
297	0.4739449758
298	0.4717506851
299	0.4706648986
300	0.4695573624
301	0.4687187716
302	0.4678091477
303	0.4661878547
304	0.4646063662
305	0.4635807256
306	0.4618574646
307	0.4614572268
308	0.4600386061
309	0.4585458914
310	0.4571746298
311	0.4563252984
312	0.4547113138
313	0.4535982101
314	0.4525293763
315	0.4520553208
316	0.450601455
317	0.4499801319
318	0.4487454245
319	0.4478660148
320	0.4465712992
321	0.445818768
322	0.4445097405
323	0.4438870146
324	0.4432281826
325	0.4422771276
326	0.4412080714
327	0.4402031319
328	0.4392682422
329	0.4374980612
330	0.4356180309
331	0.4354358208
332	0.4346061042
333	0.433215229
334	0.4316781133
335	0.4310926417
336	0.4291967435
337	0.4283677951
338	0.4274277362
339	0.4264223075
340	0.424823292
341	0.4240511781
342	0.422798612
343	0.4219740824
344	0.4211071596
345	0.4193817382
346	0.4180568919
347	0.417555975
348	0.4161513787
349	0.4145817886
350	0.4130450936
351	0.4117943952
352	0.4104193187
353	0.4095509453
354	0.4078469107
355	0.4071996956
356	0.4063566109
357	0.4050257755
358	0.40437604
359	0.4034920732
360	0.4024316619
361	0.4016660783
362	0.4009528394
363	0.39983072
364	0.3985307564
365	0.3967344477
366	0.3950342966
367	0.3943027934
368	0.3929455817
369	0.3924282377
370	0.3912940864
371	0.3899785999
372	0.3885152641
373	0.3874716521
374	0.3873374029
375	0.3860866177
376	0.3846730383
377	0.3840090247
378	0.383475268
379	0.38198104
380	0.3807425754
381	0.3802001325
382	0.3787167719
383	0.3773477294
384	0.3761611393
385	0.3752682469
386	0.3740321672
387	0.3728140316
388	0.3720247479
389	0.3709989591
390	0.370179564
391	0.3692112523
392	0.3681058818
393	0.3667884306
394	0.3657327057
395	0.3649974717
396	0.3638755662
397	0.3628878078
398	0.3619018272
399	0.3607454969
400	0.3602162853
401	0.3591139611
402	0.3584657666
403	0.3572626643
404	0.356351046
405	0.3556645822
406	0.3547325032
407	0.3543493272
408	0.353245753
409	0.3525854461
410	0.3516175425
411	0.3509319582
412	0.3504782445
413	0.3503378507
414	0.3496829713
415	0.3492231166
416	0.3484845202
417	0.3477205015
418	0.3471160345
419	0.3465087973
420	0.3454274712
421	0.3447955416
422	0.3441522997
423	0.3432286948
424	0.3425202271
425	0.3419166668
426	0.3404525903
427	0.3399401358
428	0.3388879681
429	0.3384674018
430	0.3370867339
431	0.3360039137
432	0.3356234791
433	0.3344957186
434	0.3340618598
435	0.3331917951
436	0.3321162621
437	0.331406736
438	0.330563721
439	0.3301353908
440	0.3293093803
441	0.3291904963
442	0.3281536987
443	0.3274427879
444	0.3273164632
445	0.3267746804
446	0.3260204109
447	0.3251065003
448	0.3243083476
449	0.3237441735
450	0.3227549102
451	0.3219630543
452	0.3209412021
453	0.3203761117
454	0.3194629352
455	0.3188579959
456	0.3184896987
457	0.3180951742
458	0.3177226237
459	0.3170747267
460	0.3158661358
461	0.3151527441
462	0.3142745343
463	0.3134538522
464	0.3127036857
465	0.3120254794
466	0.3108030163
467	0.3102133658
468	0.3095103766
469	0.3087894267
470	0.3083401251
471	0.308010542
472	0.3070192184
473	0.306311557
474	0.3052845332
475	0.304202854
476	0.3034673148
477	0.302646461
478	0.3020944038
479	0.3012520623
480	0.300598688
481	0.3001893955
482	0.2995963708
483	0.2989351379
484	0.2980052599
485	0.297257296
486	0.2966635152
487	0.2958551434
488	0.2953666176
489	0.2950505921
490	0.2944476196
491	0.2938071031
492	0.2934712452
493	0.2930375303
494	0.2921696327
495	0.2916052287
496	0.2911793976
497	0.2906906669
498	0.290366991
499	0.2895341956
500	0.2887122315
501	0.2877129516
502	0.2868387459
503	0.2863221481
504	0.2859786172
505	0.2851042329
506	0.284719931
507	0.2841142676
508	0.2836955362
509	0.283072515
510	0.282779214
511	0.2822670352
512	0.2818711574
513	0.2817752615
514	0.2811811482
515	0.2801676992
516	0.2793568503
517	0.2787717758
518	0.2784259872
519	0.2782249982
520	0.2774372894
521	0.2769823277
522	0.2766018909
523	0.2759774827
524	0.275812699
525	0.2751689466
526	0.2743686227
527	0.273908931
528	0.2732052589
529	0.272241157
530	0.2717344875
531	0.2711088148
532	0.2703989961
533	0.2699768266
534	0.2692840142
535	0.26823406
536	0.2677551799
537	0.2674873916
538	0.2671247659
539	0.2668408025
540	0.266595098
541	0.2656055722
542	0.264742722
543	0.2639653756
544	0.263470252
545	0.2633023083
546	0.2623977349
547	0.26173103
548	0.2611414814
549	0.2606336786
550	0.2602659729
551	0.2601930832
552	0.2601380498
553	0.2595167984
554	0.2588643827
555	0.258140507
556	0.2575281975
557	0.2571756122
558	0.2570925919
559	0.2563909681
560	0.2562810092
561	0.2562286861
562	0.2557682381
563	0.2554222665
564	0.2548019949
565	0.2544707062
566	0.2540877329
567	0.2532803894
568	0.2526637169
569	0.252089338
570	0.2516776325
571	0.2513723391
572	0.2509523078
573	0.2505523432
574	0.249867326
575	0.2494622118
576	0.248952188
577	0.2485544896
578	0.2479509794
579	0.2478972578
580	0.2475226705
581	0.2471694051
582	0.2471228928
583	0.2461009428
584	0.2460383278
585	0.2452314487
586	0.2444960462
587	0.2438635579
588	0.2432435594
589	0.2426390585
590	0.2420541161
591	0.2417343241
592	0.2411962976
593	0.240946172
594	0.2405597161
595	0.2401013864
596	0.2396485951
597	0.2395850703
598	0.2394353878
599	0.2389042507
600	0.2383960066
601	0.2383535357
602	0.237915614
603	0.2370484884
604	0.2366117417
605	0.2360113266
606	0.2354037924
607	0.234899724
608	0.2344713948
609	0.2339850788
610	0.233829096
611	0.2331613671
612	0.2324977708
613	0.2321767305
614	0.2316485865
615	0.2312885303
616	0.2310009873
617	0.2303297615
618	0.2297610523
619	0.2292163486
620	0.2288031156
621	0.2282037448
622	0.2278069398
623	0.227473255
624	0.2268498183
625	0.2263695309
626	0.2257200149
627	0.225115817
628	0.2245736996
629	0.2243176191
630	0.2239478397
631	0.2238989995
632	0.2231942967
633	0.2231147837
634	0.2230444737
635	0.2229957801
636	0.2227537443
637	0.2223536534
638	0.2222152213
639	0.2217253616
640	0.2213910731
641	0.2211521625
642	0.2205784746
643	0.2199389492
644	0.219714371
645	0.2193071765
646	0.2191118136
647	0.2189212633
648	0.2187048872
649	0.2185135603
650	0.2176959775
651	0.2172212368
652	0.2166679194
653	0.2162416057
654	0.2161445202
655	0.2157707067
656	0.2157241821
657	0.2156554626
658	0.215362153
659	0.2149109732
660	0.2145296043
661	0.2137672213
662	0.2133645394
663	0.2132274895
664	0.2129016747
665	0.2124063587
666	0.2116857124
667	0.2116306604
668	0.2115516505
669	0.2111295507
670	0.2105958944
671	0.2100761932
672	0.2095617697
673	0.2090996861
674	0.2083816384
675	0.2080467481
676	0.2079430108
677	0.207752579
678	0.2074079402
679	0.2067311871
680	0.2065043068
681	0.2064515636
682	0.2061712298
683	0.2059860352
684	0.2053746664
685	0.2052411336
686	0.2047984216
687	0.2041318015
688	0.2039579378
689	0.2039117819
690	0.2036032608
691	0.2034713511
692	0.2031732713
693	0.202702952
694	0.2021955629
695	0.2020228712
696	0.2015795468
697	0.2013690905
698	0.2011768817
699	0.2007834678
700	0.2005916844
701	0.2000427998
702	0.1996126069
703	0.1994470242
704	0.1990517898
705	0.1986617412
706	0.1984934606
707	0.1981221101
708	0.1979120962
709	0.1978575486
710	0.1974721063
711	0.1974286371
712	0.1970432875
713	0.1967130595
714	0.1962596558
715	0.1960851431
716	0.1955011858
717	0.1953924156
718	0.194974989
719	0.1945696107
720	0.1942479394
721	0.1941510379
722	0.1937762316
723	0.1932847809
724	0.1926707127
725	0.1922952465
726	0.1922497695
727	0.19220853
728	0.1920349886
729	0.1916138319
730	0.1912378614
731	0.1909551711
732	0.1907747193
733	0.1900548046
734	0.1898403754
735	0.189698518
736	0.1893198908
737	0.1889249705
738	0.1887486379
739	0.1884079316
740	0.1881563409
741	0.1878257583
742	0.1874046534
743	0.1872057035
744	0.1869802381
745	0.1864114566
746	0.1861263889
747	0.1857511371
748	0.1853666002
749	0.1852847
750	0.185113197
751	0.1846691981
752	0.1841995157
753	0.1838437007
754	0.1836786381
755	0.1833723616
756	0.1830774994
757	0.1828102831
758	0.1824398071
759	0.1820444228
760	0.1818219666
761	0.1816106362
762	0.1813453859
763	0.18107873
764	0.1808934608
765	0.1808481181
766	0.1804028621
767	0.1802554192
768	0.1798951714
769	0.1797795127
770	0.1794787198
771	0.1790588061
772	0.1789488573
773	0.1787850924
774	0.1785151244
775	0.1781334856
776	0.1777813811
777	0.1777433653
778	0.1774033266
779	0.1772625144
780	0.1767136345
781	0.1762887245
782	0.17586703
783	0.1757294572
784	0.1753893595
785	0.175359094
786	0.1749354054
787	0.1745433113
788	0.1740756969
789	0.1738236508
790	0.1736453739
791	0.1732075217
792	0.1730404355
793	0.1727454635
794	0.1723522367
795	0.1721362292
796	0.1719483772
797	0.1715692351
798	0.1714306313
799	0.17127545
800	0.1708120043
801	0.170469195
802	0.169996064
803	0.1695967253
804	0.1692219452
805	0.1691855728
806	0.1691561589
807	0.1689458758
808	0.1686753783
809	0.1681114329
810	0.1678295416
811	0.1676291958
812	0.1673314405
813	0.167190077
814	0.1668592722
815	0.166736263
816	0.1666820222
817	0.1662613709
818	0.166020334
819	0.1657437997
820	0.1656949178
821	0.165393638
822	0.1651170364
823	0.1647538742
824	0.1647202049
825	0.1643573668
826	0.1643250664
827	0.1641296149
828	0.16384743
829	0.1638145662
830	0.1637330873
831	0.1635052903
832	0.1631262962
833	0.1631001608
834	0.1627927522
835	0.1624050967
836	0.1621362044
837	0.1617339354
838	0.1617082965
839	0.1614453082
840	0.1612484453
841	0.1612080369
842	0.1610759964
843	0.1608296632
844	0.16057037
845	0.1604346065
846	0.1601447506
847	0.1600501037
848	0.1599914965
849	0.1596753423
850	0.1595397954
851	0.1591751674
852	0.1591438793
853	0.1588724712
854	0.1587236671
855	0.1585227003
856	0.1582561051
857	0.1580980712
858	0.1580161304
859	0.1578030515
860	0.1576828672
861	0.1574622163
862	0.1571794933
863	0.1569505456
864	0.1565866429
865	0.156397948
866	0.1562326151
867	0.1558857093
868	0.1558466245
869	0.1554610039
870	0.1554374259
871	0.1553003973
872	0.1551491324
873	0.1549326465
874	0.1546987124
875	0.1544329069
876	0.1543027699
877	0.1541832185
878	0.1541144969
879	0.1539118123
880	0.1537651726
881	0.1532771036
882	0.1531208871
883	0.1528729858
884	0.1527253918
885	0.152664403
886	0.1526420916
887	0.152485274
888	0.1524214292
889	0.1520828145
890	0.1518537861
891	0.1517377464
892	0.1517163214
893	0.1514759273
894	0.1510478498
895	0.1507670006
896	0.1505178329
897	0.1502665473
898	0.1498748749
899	0.1498311065
900	0.1496895485
901	0.1495799684
902	0.149363006
903	0.1491347036
904	0.1488704141
905	0.1488383842
906	0.1488181887
907	0.1486554074
908	0.1483627139
909	0.1480170864
910	0.1477918651
911	0.1477720054
912	0.1474637014
913	0.1471828669
914	0.1468608502
915	0.1466691948
916	0.1464516336
917	0.1462701916
918	0.1461952081
919	0.1461611314
920	0.1458709043
921	0.1457942794
922	0.1455956402
923	0.1455222113
924	0.1455014293
925	0.1452095042
926	0.1449915507
927	0.144972826
928	0.1446238573
929	0.1444224154
930	0.1444040784
931	0.1442034457
932	0.1440968119
933	0.1439022408
934	0.1437220494
935	0.1434563245
936	0.1431892438
937	0.1431534473
938	0.1430198783
939	0.142680425
940	0.1422878051
941	0.1419837134
942	0.1418743006
943	0.1416724257
944	0.1415643007
945	0.1414613757
946	0.1412482819
947	0.1411275844
948	0.1408750069
949	0.1407259513
950	0.1404927423
951	0.1403687534
952	0.1402589809
953	0.1400767892
954	0.1399140566
955	0.139612112
956	0.1393261941
957	0.1392021444
958	0.138892972
959	0.1387658039
960	0.138521086
961	0.1382645967
962	0.1381320151
963	0.1380493672
964	0.1380219603
965	0.1378214388
966	0.1377628354
967	0.1376774134
968	0.1375924364
969	0.1375660461
970	0.13748925
971	0.1373212595
972	0.1372223621
973	0.1372051948
974	0.1371798612
975	0.1368115355
976	0.1366004953
977	0.1365022562
978	0.1364858943
979	0.1362816386
980	0.1359494561
981	0.1358765326
982	0.1358022977
983	0.1353897277
984	0.135103559
985	0.1348641677
986	0.1347576285
987	0.1344420294
988	0.1342140077
989	0.1339544484
990	0.1339034922
991	0.1338224009
992	0.1336041923
993	0.1335361309
994	0.1331458026
995	0.1328041638
996	0.1325909345
997	0.1324949932
998	0.1324182891
999	0.1323924274
